genes	pvalue	padj
Pcx	0.553598546	0.9998431
Uxs1	0.553602575	0.9998431
Map1b	0.553638603	0.9998431
Cym	0.553746472	0.9998431
Coq7	0.553775065	0.9998431
Cyb5b	0.553778893	0.9998431
Pgk2	0.553784671	0.9998431
Snord8	0.553891046	0.9998431
Prkd1	0.553984971	0.9998431
Mtmr6	0.554010071	0.9998431
Grina	0.554027174	0.9998431
Mgll	0.554036109	0.9998431
A830018L16Rik	0.554050869	0.9998431
Vsig4	0.554110489	0.9998431
Dpyd	0.554155745	0.9998431
Terf2	0.554161248	0.9998431
Gm19583	0.554219002	0.9998431
Ddc	0.554224705	0.9998431
Adck1	0.554235153	0.9998431
Dcbld2	0.554242657	0.9998431
Polr2m	0.554275253	0.9998431
Nutm1	0.554279599	0.9998431
4933405O20Rik	0.554352462	0.9998431
C130083M11Rik	0.554418	0.9998431
4930565N06Rik	0.554423575	0.9998431
Fcho2	0.554634136	0.9998431
Slc8a3	0.554651186	0.9998431
Klri1	0.554684542	0.9998431
Prrxl1	0.554712765	0.9998431
Grik5	0.554761199	0.9998431
Il22	0.554861243	0.9998431
Sh3bgrl3	0.554884777	0.9998431
Marveld1	0.5549467	0.9998431
Cln5	0.55497975	0.9998431
Edn1	0.555011679	0.9998431
Kcnj9	0.555135006	0.9998431
Foxj3	0.555151247	0.9998431
Mlst8	0.555174653	0.9998431
Stambp	0.555285859	0.9998431
Megf11	0.555305567	0.9998431
Crybb1	0.555317171	0.9998431
Mir875	0.555327298	0.9998431
Gip	0.555354194	0.9998431
Mir6400	0.555355597	0.9998431
Lrrc14b	0.555390566	0.9998431
Rnf103	0.555405618	0.9998431
Fam150b	0.555466674	0.9998431
Cd86	0.555495624	0.9998431
Gtpbp10	0.555495981	0.9998431
Tmem41a	0.555539478	0.9998431
Dnaaf5	0.555649457	0.9998431
Ccdc58	0.555668473	0.9998431
Ndufb6	0.55568761	0.9998431
Hsd3b3	0.555748055	0.9998431
Naaladl1	0.55582344	0.9998431
Tmsb10	0.555838159	0.9998431
Cryba1	0.555850127	0.9998431
Mtr	0.555920878	0.9998431
Fam167b	0.555930101	0.9998431
Dlx6os2	0.555946355	0.9998431
Map1s	0.555978699	0.9998431
Mmp11	0.556048418	0.9998431
Ces1c	0.556064928	0.9998431
Btnl10	0.556105029	0.9998431
Nrip2	0.556215625	0.9998431
Ap1s2	0.556316867	0.9998431
Hmces	0.556419605	0.9998431
Afg3l2	0.55645111	0.9998431
Grm5	0.55649794	0.9998431
Wdr41	0.556539628	0.9998431
Sel1l2	0.556598661	0.9998431
Ccr1l1	0.55665074	0.9998431
S100b	0.556758917	0.9998431
Tead1	0.556780032	0.9998431
D630041G03Rik	0.556814806	0.9998431
3110021A11Rik	0.556852661	0.9998431
Myo5b	0.556886887	0.9998431
Gpr89	0.556920299	0.9998431
4931430N09Rik	0.55708128	0.9998431
Abhd17a	0.557136788	0.9998431
Lax1	0.557283665	0.9998431
Chgb	0.557291505	0.9998431
Sun1	0.557423993	0.9998431
Olfr456	0.557476964	0.9998431
AI429214	0.557552751	0.9998431
Usp14	0.55763251	0.9998431
Myf6	0.557632865	0.9998431
Ap3s2	0.557719373	0.9998431
Gm16223	0.557740821	0.9998431
Fam174b	0.55781081	0.9998431
1700092M07Rik	0.557858701	0.9998431
Plau	0.557955352	0.9998431
Rnf32	0.55803711	0.9998431
Snx19	0.558123424	0.9998431
Bsg	0.558163997	0.9998431
Vtcn1	0.558186436	0.9998431
Lvrn	0.558214842	0.9998431
Mrps15	0.558261537	0.9998431
Spock3	0.558301274	0.9998431
Kcnip2	0.558311117	0.9998431
Hn1	0.558353191	0.9998431
Rfxap	0.558364493	0.9998431
Etnk2	0.558434841	0.9998431
Eif2s3x	0.558476411	0.9998431
Trim24	0.558530033	0.9998431
E030019B13Rik	0.558656207	0.9998431
A630077J23Rik	0.558658168	0.9998431
Cnga4	0.558680136	0.9998431
Kng2	0.55884827	0.9998431
Prm1	0.558927762	0.9998431
2310015A10Rik	0.558952479	0.9998431
Nanos1	0.558972698	0.9998431
1700049L16Rik	0.558975572	0.9998431
Gm11127	0.558975572	0.9998431
Mir101b	0.558975572	0.9998431
4930405L22Rik	0.558975572	0.9998431
Olfr810	0.558993008	0.9998431
Stard3	0.55916825	0.9998431
Eprs	0.559175755	0.9998431
1700007L15Rik	0.559176162	0.9998431
Acp1	0.559178559	0.9998431
Cd46	0.559199281	0.9998431
Lypd4	0.559252892	0.9998431
BC031361	0.55927615	0.9998431
Rps27a	0.559299967	0.9998431
Rrm2b	0.559349675	0.9998431
Pcbp2	0.559376968	0.9998431
Lipa	0.559426969	0.9998431
Kcnn2	0.559538896	0.9998431
E330012B07Rik	0.559542033	0.9998431
Cers6	0.559577514	0.9998431
Trmu	0.559596257	0.9998431
Dync2li1	0.559637606	0.9998431
Pcdh19	0.559663161	0.9998431
Qdpr	0.559690339	0.9998431
Zfp605	0.559700947	0.9998431
Fxn	0.559743638	0.9998431
Chst11	0.559857122	0.9998431
Tcaf1	0.559891429	0.9998431
Nmt2	0.559892734	0.9998431
Sod3	0.559924127	0.9998431
D5Ertd605e	0.55999741	0.9998431
Capzb	0.560161794	0.9998431
Dscc1	0.560300617	0.9998431
Smtn	0.560306897	0.9998431
Mtpap	0.560341956	0.9998431
B630019K06Rik	0.560348822	0.9998431
Cog6	0.560365116	0.9998431
Wsb2	0.56036719	0.9998431
Esd	0.560388965	0.9998431
Clasrp	0.560416513	0.9998431
Zfp128	0.560430738	0.9998431
Ppp1r32	0.560437937	0.9998431
Timm23	0.560560357	0.9998431
Atic	0.560674583	0.9998431
Orm3	0.5607294	0.9998431
Clcf1	0.560733473	0.9998431
Ap2s1	0.560806986	0.9998431
Gm8817	0.560826627	0.9998431
Galt	0.560833289	0.9998431
Arsk	0.560881795	0.9998431
Stau1	0.560919171	0.9998431
Dad1	0.560938931	0.9998431
Adamts8	0.56096252	0.9998431
Klhl24	0.560992022	0.9998431
Zdhhc24	0.560999964	0.9998431
6030466F02Rik	0.561024172	0.9998431
Napepld	0.561027296	0.9998431
Gucy1b2	0.56110597	0.9998431
Gpc5	0.561108483	0.9998431
Osbpl1a	0.561152174	0.9998431
Slc18a3	0.561202558	0.9998431
Gm12108	0.561246758	0.9998431
Ptgs1	0.561252667	0.9998431
Mir5620	0.561267251	0.9998431
Ttc24	0.561270256	0.9998431
F830002L21Rik	0.561336617	0.9998431
AI182371	0.56140342	0.9998431
Gpr45	0.561421109	0.9998431
Vps41	0.561546546	0.9998431
Atrnl1	0.561565393	0.9998431
Rnf145	0.561570593	0.9998431
Unc5b	0.561613543	0.9998431
Gm2061	0.561664282	0.9998431
Naca	0.561669625	0.9998431
A830009L08Rik	0.56174903	0.9998431
Cp	0.561829197	0.9998431
Dapp1	0.561840239	0.9998431
Vimp	0.561929553	0.9998431
Nudt22	0.561948671	0.9998431
Asb14	0.561952857	0.9998431
Cyp2c55	0.561964299	0.9998431
Spta1	0.562092686	0.9998431
Dleu7	0.562105402	0.9998431
Cpne2	0.562202121	0.9998431
Atf2	0.562202735	0.9998431
Mbnl1	0.562278134	0.9998431
4933429K18Rik	0.562285207	0.9998431
Chac2	0.562296312	0.9998431
Kctd6	0.562312321	0.9998431
Slc6a1	0.562365649	0.9998431
Spc24	0.562374649	0.9998431
Pop4	0.562446404	0.9998431
Fbxl3	0.562462913	0.9998431
Zfp617	0.562463717	0.9998431
Cblc	0.562488632	0.9998431
1700018G05Rik	0.562492762	0.9998431
Krtap17-1	0.562507131	0.9998431
Atp6v0d2	0.562524569	0.9998431
Sdccag3	0.56258209	0.9998431
Atf7	0.562617573	0.9998431
Cds1	0.562679626	0.9998431
Cep126	0.562694135	0.9998431
Crebbp	0.562698723	0.9998431
LOC100049077	0.56307473	0.9998431
Dock6	0.563106992	0.9998431
Redrum	0.563107272	0.9998431
S100z	0.563109344	0.9998431
Snora78	0.56313591	0.9998431
Cep97	0.563231116	0.9998431
Plk2	0.563241132	0.9998431
4931440P22Rik	0.563380796	0.9998431
Tmem181a	0.56340556	0.9998431
Stk26	0.563455301	0.9998431
Chrm1	0.563582439	0.9998431
Dph5	0.563592956	0.9998431
2210016F16Rik	0.563617293	0.9998431
Tmem139	0.563629386	0.9998431
Pou2f2	0.56363101	0.9998431
Arhgap33	0.56365681	0.9998431
Mrgpre	0.563679146	0.9998431
9130227L01Rik	0.563760942	0.9998431
Eif3g	0.563815894	0.9998431
Tecpr2	0.563870014	0.9998431
5730508B09Rik	0.563922767	0.9998431
5530401A14Rik	0.563967959	0.9998431
Gpsm3	0.564006965	0.9998431
Adamtsl1	0.564014212	0.9998431
Ube2n	0.564014905	0.9998431
Znrf2	0.564052016	0.9998431
Pet117	0.564085525	0.9998431
Zfp68	0.564128184	0.9998431
Usf2	0.564164703	0.9998431
Ptger3	0.564180027	0.9998431
Sncg	0.564234394	0.9998431
Dach2	0.564432876	0.9998431
Gm8773	0.564452916	0.9998431
Ush1g	0.564488675	0.9998431
Gm19461	0.564525601	0.9998431
Zfp40	0.564554049	0.9998431
Tmem189	0.564575369	0.9998431
Acvr2b	0.564579872	0.9998431
Cd109	0.564659292	0.9998431
Mir7045	0.564835867	0.9998431
Tulp4	0.564844018	0.9998431
Prph2	0.564970418	0.9998431
Jak1	0.565067298	0.9998431
Pnoc	0.56507417	0.9998431
Cdc123	0.565078947	0.9998431
Crisp4	0.565106058	0.9998431
Vmn1r32	0.5652396	0.9998431
Mul1	0.565295706	0.9998431
Mbd3	0.565327295	0.9998431
Cd177	0.565352273	0.9998431
Gtf2a1	0.565410074	0.9998431
Rgs1	0.56541274	0.9998431
Gabrg1	0.56544243	0.9998431
Sec1	0.565472905	0.9998431
0610007P14Rik	0.565474921	0.9998431
Susd4	0.565476766	0.9998431
Slc37a3	0.565595378	0.9998431
Gosr1	0.565646704	0.9998431
Tlx3	0.565647296	0.9998431
Bcl2l13	0.565658454	0.9998431
Tubb2a	0.565675767	0.9998431
Erh	0.565730393	0.9998431
Fdx1	0.565740971	0.9998431
C230037L18Rik	0.56577354	0.9998431
Gm6402	0.565774276	0.9998431
Parpbp	0.565803821	0.9998431
Anks3	0.565892711	0.9998431
Steap1	0.565917842	0.9998431
Cntf	0.565969148	0.9998431
Rbm48	0.565978165	0.9998431
Mir7048	0.566039324	0.9998431
4930465K10Rik	0.56605011	0.9998431
4930528H21Rik	0.56605011	0.9998431
Gm648	0.566069329	0.9998431
Ints1	0.566091907	0.9998431
Zan	0.566094632	0.9998431
BC037032	0.566103969	0.9998431
Serinc1	0.566131294	0.9998431
Thsd7a	0.56613282	0.9998431
Nfatc2	0.566201672	0.9998431
1600019K03Rik	0.56623219	0.9998431
Mrgprd	0.56623219	0.9998431
Cdk13	0.566275319	0.9998431
Apol7a	0.566290858	0.9998431
Smim1	0.566308379	0.9998431
Pcdha11	0.566327171	0.9998431
Lims1	0.566358721	0.9998431
Lrrc28	0.566409786	0.9998431
Klkb1	0.56648232	0.9998431
Ralgps2	0.566644089	0.9998431
Ppp1r13b	0.566790599	0.9998431
Lims2	0.566828984	0.9998431
Pom121	0.566884682	0.9998431
Fam136a	0.566973484	0.9998431
Prdm2	0.567000823	0.9998431
Hist1h2ak	0.567020862	0.9998431
Dyrk1b	0.567105261	0.9998431
Zfp941	0.567105674	0.9998431
Idh3g	0.567253596	0.9998431
Clta	0.567363768	0.9998431
Zfp688	0.567394173	0.9998431
Fam105a	0.567452806	0.9998431
Fam160b1	0.567463055	0.9998431
C130080G10Rik	0.567496171	0.9998431
Atxn3	0.567576259	0.9998431
Uspl1	0.567596023	0.9998431
Trip10	0.567637586	0.9998431
Kcna7	0.567659571	0.9998431
Pick1	0.567734613	0.9998431
Spata32	0.567761727	0.9998431
B4galt5	0.567815587	0.9998431
2900097C17Rik	0.567936307	0.9998431
4930539N22Rik	0.567944637	0.9998431
Nps	0.56798038	0.9998431
A930041C12Rik	0.568030715	0.9998431
Zfp879	0.568035753	0.9998431
Cubn	0.568090714	0.9998431
Idh3a	0.568117279	0.9998431
Slc9a2	0.568128086	0.9998431
Apopt1	0.5681292	0.9998431
Mir7659	0.568232132	0.9998431
Ube2r2	0.568324631	0.9998431
Bach2os	0.568325098	0.9998431
Klhl41	0.568336867	0.9998431
D17H6S53E	0.568348627	0.9998431
Fam180a	0.568353033	0.9998431
Glis1	0.568412492	0.9998431
BC065397	0.568489513	0.9998431
1700028I16Rik	0.568690193	0.9998431
Zfp523	0.568727396	0.9998431
Supv3l1	0.568742494	0.9998431
Gm15545	0.568742646	0.9998431
4930557F10Rik	0.568920897	0.9998431
Creb3l3	0.568960238	0.9998431
Cml3	0.569054121	0.9998431
Pax6os1	0.569203411	0.9998431
Azin2	0.569261576	0.9998431
Gltscr1l	0.569268988	0.9998431
Clic4	0.569349199	0.9998431
Slc35b2	0.569385774	0.9998431
Clec1a	0.569432028	0.9998431
Zhx1	0.569462056	0.9998431
2410018L13Rik	0.569485317	0.9998431
1500011K16Rik	0.569511547	0.9998431
Gnai3	0.569529016	0.9998431
1700067K01Rik	0.569554251	0.9998431
Secisbp2l	0.569628899	0.9998431
Hmgb1-rs17	0.56963935	0.9998431
C1qtnf1	0.569646225	0.9998431
1700019G17Rik	0.569678341	0.9998431
Gm8179	0.569757106	0.9998431
Kif21a	0.569761468	0.9998431
Cdca8	0.569770288	0.9998431
Nup93	0.569781944	0.9998431
BC026585	0.569811468	0.9998431
Prss50	0.569861743	0.9998431
Rptoros	0.569910298	0.9998431
Fbxo44	0.569958929	0.9998431
D430019H16Rik	0.570013931	0.9998431
Ncf2	0.57002075	0.9998431
Ccdc25	0.570249162	0.9998431
Zbtb5	0.570381382	0.9998431
Phka1	0.570434385	0.9998431
Zfp418	0.57053842	0.9998431
Desi1	0.570540599	0.9998431
Cyld	0.570616088	0.9998431
Tmed11	0.5707702	0.9998431
Olfr552	0.5707702	0.9998431
Fbxw15	0.57077971	0.9998431
Dpy19l3	0.570782614	0.9998431
Mir7675	0.570949858	0.9998431
Lrp2bp	0.570961701	0.9998431
Echdc1	0.571024457	0.9998431
Cldn6	0.571033811	0.9998431
Stoml3	0.571051411	0.9998431
Sohlh1	0.571088493	0.9998431
Gm16675	0.571118351	0.9998431
Ssx9	0.571142253	0.9998431
Plekhm1	0.571160242	0.9998431
4933431E20Rik	0.57126494	0.9998431
Tmem214	0.571266244	0.9998431
Trpv1	0.571281555	0.9998431
Cmc4	0.571311253	0.9998431
Agtr1a	0.571449178	0.9998431
Rex2	0.571465812	0.9998431
Mir7025	0.571522481	0.9998431
Mir30d	0.571567225	0.9998431
Gp1bb	0.571655674	0.9998431
C2cd4b	0.571672939	0.9998431
Hcar1	0.571677149	0.9998431
Zbtb17	0.57171467	0.9998431
Snhg4	0.571762669	0.9998431
Iyd	0.571824978	0.9998431
Camta2	0.571939154	0.9998431
Gm5547	0.572022359	0.9998431
Fam53b	0.572071354	0.9998431
Rnf25	0.572150327	0.9998431
Hoxd8	0.572155995	0.9998431
Cldn2	0.572292255	0.9998431
Nudcd1	0.572305018	0.9998431
Snap47	0.572346388	0.9998431
Cyp27b1	0.572360793	0.9998431
Rims3	0.572365879	0.9998431
Dlc1	0.57239274	0.9998431
Mir329	0.572430427	0.9998431
Lipt2	0.572440988	0.9998431
Ankrd50	0.572461184	0.9998431
Dvl1	0.572475561	0.9998431
Elavl2	0.572518621	0.9998431
Unc119b	0.572538313	0.9998431
Spty2d1	0.572600415	0.9998431
Baz2b	0.572637956	0.9998431
Rab20	0.572670314	0.9998431
Pcdhga2	0.572702466	0.9998431
Trim61	0.572726419	0.9998431
Rps20	0.572822281	0.9998431
Armcx4	0.572839089	0.9998431
Gimap4	0.572893903	0.9998431
Armc9	0.572961252	0.9998431
4930593A02Rik	0.573008823	0.9998431
Opn5	0.573095234	0.9998431
Atxn7l2	0.573227393	0.9998431
Tssc4	0.573279089	0.9998431
Acadm	0.573363942	0.9998431
Gtf2h1	0.573367455	0.9998431
Zfp667	0.573415825	0.9998431
Csdc2	0.573514338	0.9998431
C1qtnf9	0.573518675	0.9998431
Ccdc62	0.573578774	0.9998431
Ccdc92	0.573584792	0.9998431
Gaa	0.573626937	0.9998431
Cenph	0.573637393	0.9998431
Cyct	0.57372254	0.9998431
Tnk1	0.573784425	0.9998431
Mgat2	0.573890694	0.9998431
Mafb	0.573951981	0.9998431
Mrps36	0.573998034	0.9998431
Smad2	0.57400772	0.9998431
Thap11	0.574092484	0.9998431
Meg3	0.574145913	0.9998431
Rab44	0.574193564	0.9998431
Lrrfip1	0.574404541	0.9998431
Dqx1	0.574443192	0.9998431
Tpbg	0.574458351	0.9998431
Acin1	0.574500152	0.9998431
Il25	0.574530121	0.9998431
Nav2	0.574586327	0.9998431
7420700N18Rik	0.574619685	0.9998431
AI506816	0.574633412	0.9998431
Syn1	0.57464506	0.9998431
Aox4	0.574677333	0.9998431
Mtap	0.574727743	0.9998431
6030419C18Rik	0.574763228	0.9998431
Npvf	0.574768174	0.9998431
Abca14	0.574785479	0.9998431
B230217O12Rik	0.574805496	0.9998431
Pltp	0.574948434	0.9998431
Slc6a7	0.574963218	0.9998431
5730408K05Rik	0.574972674	0.9998431
Lat2	0.575039134	0.9998431
Draxin	0.575054089	0.9998431
Hist2h2aa2	0.575200729	0.9998431
Ccdc141	0.575230106	0.9998431
Antxr2	0.575262124	0.9998431
Nudt19	0.575266191	0.9998431
Olfr159	0.575291444	0.9998431
Galc	0.575295659	0.9998431
Kif2a	0.575308791	0.9998431
Haus5	0.575358186	0.9998431
Mir494	0.575372972	0.9998431
Lingo1	0.575465733	0.9998431
Mir378c	0.575512865	0.9998431
Ticam2	0.575595026	0.9998431
Nckap1l	0.575651453	0.9998431
Hook2	0.575664496	0.9998431
Abcg8	0.575674726	0.9998431
4930527G23Rik	0.57569537	0.9998431
Rgr	0.575717936	0.9998431
9930111J21Rik2	0.57572796	0.9998431
Crbn	0.575728014	0.9998431
Rgcc	0.575920934	0.9998431
Gtse1	0.576081821	0.9998431
BC051226	0.576123231	0.9998431
Zfp119b	0.576218912	0.9998431
Npbwr1	0.576315573	0.9998431
Hddc3	0.576355957	0.9998431
Fgf5	0.576402322	0.9998431
Wfdc18	0.576467877	0.9998431
Abcc6	0.576555089	0.9998431
Dtx2	0.576573629	0.9998431
Kif19a	0.576640677	0.9998431
Ppp1r10	0.576751717	0.9998431
Pycard	0.576788311	0.9998431
Tab2	0.576847385	0.9998431
Gm1943	0.576892788	0.9998431
Mir30b	0.577050113	0.9998431
Pes1	0.577177028	0.9998431
Hils1	0.577182523	0.9998431
Plekhb1	0.57719927	0.9998431
Hcn1	0.577284528	0.9998431
Col11a1	0.577309504	0.9998431
Ccdc177	0.57731134	0.9998431
Stim2	0.577457782	0.9998431
4930444G20Rik	0.577486664	0.9998431
Glb1	0.577516384	0.9998431
Nmur2	0.577540373	0.9998431
Msr1	0.577550092	0.9998431
Adgrf5	0.577587911	0.9998431
Eva1b	0.577637498	0.9998431
Cpq	0.577647198	0.9998431
Mir1932	0.577672205	0.9998431
Ech1	0.577725174	0.9998431
D630029K05Rik	0.577747802	0.9998431
Dhrs7b	0.577778187	0.9998431
Stap2	0.577842855	0.9998431
Kcnj6	0.577853419	0.9998431
Setd5	0.57788736	0.9998431
Hmg20a	0.577892571	0.9998431
Ndst4	0.577906588	0.9998431
Ces4a	0.577997933	0.9998431
Rps11	0.578008908	0.9998431
Adcy5	0.578093184	0.9998431
Fbxl12	0.578112157	0.9998431
Coq2	0.578343933	0.9998431
Ankrd17	0.578385365	0.9998431
3110043O21Rik	0.578551098	0.9998431
Scp2	0.578711853	0.9998431
Mir6904	0.578712388	0.9998431
Serpina3g	0.578715417	0.9998431
Sh3gl3	0.578758291	0.9998431
Fstl1	0.578822959	0.9998431
Igdcc4	0.578833639	0.9998431
Katnal1	0.578914748	0.9998431
Atp2a2	0.578931627	0.9998431
Bahcc1	0.578969305	0.9998431
Ubl4b	0.579022003	0.9998431
Nes	0.579062782	0.9998431
Lep	0.579123679	0.9998431
Hnrnpl	0.579160886	0.9998431
Asic4	0.579257139	0.9998431
Urgcp	0.579284612	0.9998431
Slc25a15	0.579285687	0.9998431
Pip5k1c	0.579339698	0.9998431
Fam76b	0.579458518	0.9998431
Pmis2	0.579507889	0.9998431
Spr	0.579519837	0.9998431
Ccdc173	0.579528709	0.9998431
Zfp600	0.579591796	0.9998431
Dcn	0.579703211	0.9998431
C77370	0.579728749	0.9998431
Nudt9	0.579747607	0.9998431
Mgarp	0.579766301	0.9998431
4933404O12Rik	0.5797667	0.9998431
Slmap	0.579785403	0.9998431
Tmem115	0.579908608	0.9998431
Slc2a2	0.579909048	0.9998431
Mettl3	0.579920877	0.9998431
Pde6d	0.579951369	0.9998431
Rb1	0.579981212	0.9998431
Smek2	0.580022185	0.9998431
Zscan26	0.580106607	0.9998431
Nup54	0.58012793	0.9998431
Sox3	0.580140159	0.9998431
Cckar	0.580143215	0.9998431
Aipl1	0.580150517	0.9998431
C920021L13Rik	0.580170805	0.9998431
Nppb	0.580173305	0.9998431
2810405F15Rik	0.580280614	0.9998431
Zbed5	0.580284943	0.9998431
Cpeb2	0.5803215	0.9998431
Rest	0.58033326	0.9998431
Olfr95	0.580419484	0.9998431
Adhfe1	0.580422977	0.9998431
Zfp280d	0.5804334	0.9998431
Grk1	0.580447555	0.9998431
Socs5	0.580491758	0.9998431
Cxcl10	0.580689856	0.9998431
Ten1	0.580720171	0.9998431
1810043G02Rik	0.580720547	0.9998431
Phox2a	0.580728433	0.9998431
Becn1	0.580743125	0.9998431
Irak1bp1	0.580755804	0.9998431
Gm5622	0.58076951	0.9998431
Npc1	0.580796651	0.9998431
Rbmxl1	0.580799842	0.9998431
Kif26a	0.580800578	0.9998431
Rbbp4	0.580823894	0.9998431
1700112H15Rik	0.580838705	0.9998431
Ccpg1	0.580971089	0.9998431
Zfp940	0.581078179	0.9998431
Jrk	0.58115558	0.9998431
Chaf1a	0.581186609	0.9998431
Gm10536	0.581199261	0.9998431
Birc7	0.581246023	0.9998431
Kcnk1	0.581277344	0.9998431
S100a5	0.581315135	0.9998431
Zg16	0.581315135	0.9998431
Snhg10	0.581377428	0.9998431
Mir7667	0.581438015	0.9998431
Stx6	0.581439701	0.9998431
Zfp81	0.581492593	0.9998431
Mybbp1a	0.581572879	0.9998431
43533	0.581591047	0.9998431
Letm2	0.581624722	0.9998431
Nap1l3	0.581633269	0.9998431
Tmem132cos	0.581849352	0.9998431
Zfp668	0.581867401	0.9998431
Dyrk4	0.58191285	0.9998431
Rab11fip4os2	0.581969729	0.9998431
Mir495	0.581976717	0.9998431
Msl1	0.581977303	0.9998431
Rps2	0.581977419	0.9998431
Olfr874	0.582025336	0.9998431
Cys1	0.582103626	0.9998431
Gcc2	0.582107177	0.9998431
Glb1l2	0.582112902	0.9998431
Rab1	0.582128566	0.9998431
Ap1s3	0.582211808	0.9998431
Asb11	0.582354488	0.9998431
Piwil1	0.582408311	0.9998431
Prkab1	0.582424242	0.9998431
Lmntd2	0.582509594	0.9998431
Mir5103	0.582535933	0.9998431
Gm1110	0.582539702	0.9998431
Wdfy4	0.582556641	0.9998431
Tmem182	0.582588745	0.9998431
Zfp651	0.582598463	0.9998431
Acox3	0.582681659	0.9998431
3000002C10Rik	0.582724371	0.9998431
Fbxw10	0.582734526	0.9998431
Uggt2	0.582738663	0.9998431
Fbxl22	0.582757943	0.9998431
Lipf	0.582759662	0.9998431
Sult2a7	0.582759662	0.9998431
Sbf2	0.582810448	0.9998431
Tns4	0.582877634	0.9998431
Npat	0.582887892	0.9998431
Thoc6	0.582896741	0.9998431
Dnajb6	0.58290458	0.9998431
AW046200	0.582915373	0.9998431
Apoe	0.583015125	0.9998431
Pmpca	0.583106339	0.9998431
Dhrs1	0.583164278	0.9998431
Bnc2	0.583224914	0.9998431
Cdkl3	0.583287594	0.9998431
Gm38404	0.583384437	0.9998431
Mgat4c	0.583481995	0.9998431
Ambn	0.583531609	0.9998431
Camkmt	0.583546226	0.9998431
Ptprcap	0.583570223	0.9998431
B3gat2	0.583572243	0.9998431
Klre1	0.583582756	0.9998431
Fam65b	0.583585048	0.9998431
Mmp24	0.583587793	0.9998431
4930567H12Rik	0.583624568	0.9998431
Mir700	0.583642605	0.9998431
Rnu73b	0.583703408	0.9998431
Tro	0.583717972	0.9998431
Pdzd11	0.583742251	0.9998431
Kcnd3os	0.58381179	0.9998431
Tmem170b	0.583901786	0.9998431
Rheb	0.583912153	0.9998431
Tmem240	0.58399513	0.9998431
Stxbp6	0.583998634	0.9998431
Zfp428	0.584004551	0.9998431
Crisp3	0.584061869	0.9998431
Cldn34b3	0.584061869	0.9998431
Stat6	0.584099499	0.9998431
Atp5g2	0.584188454	0.9998431
Vps35	0.584227147	0.9998431
Myom2	0.584249378	0.9998431
Dlg5	0.584262734	0.9998431
Klhl2	0.584415771	0.9998431
Gm2a	0.584427478	0.9998431
Pde10a	0.584497151	0.9998431
Faim2	0.584563508	0.9998431
Hnrnpk	0.584590812	0.9998431
Tmprss11a	0.58465114	0.9998431
Mir598	0.584663458	0.9998431
Cpsf1	0.584664158	0.9998431
Pdilt	0.5846714	0.9998431
Agpat2	0.584782565	0.9998431
St6galnac5	0.584822908	0.9998431
Rab3il1	0.584833178	0.9998431
Gria3	0.584975221	0.9998431
Popdc3	0.584978181	0.9998431
Tmem130	0.584994684	0.9998431
Fuca2	0.585008143	0.9998431
Rab11b	0.585032303	0.9998431
Reep6	0.585035805	0.9998431
Tmem147	0.585072298	0.9998431
Ddx49	0.585151167	0.9998431
Ttll8	0.585160971	0.9998431
Gemin2	0.58517421	0.9998431
Cacybp	0.585175044	0.9998431
Pak3	0.585189476	0.9998431
Mir1946b	0.585282413	0.9998431
Gm16863	0.585332856	0.9998431
Med20	0.585363672	0.9998431
Slco2a1	0.585390377	0.9998431
Uba2	0.585395609	0.9998431
Lancl2	0.585409912	0.9998431
Tmem234	0.585418874	0.9998431
Mcf2	0.585517888	0.9998431
Ninj2	0.585547571	0.9998431
Wbscr28	0.585563672	0.9998431
Slc2a4rg-ps	0.585582786	0.9998431
2010005H15Rik	0.585694401	0.9998431
Zzef1	0.585980468	0.9998431
AI987944	0.585980747	0.9998431
Tubb2a-ps2	0.586038753	0.9998431
Rasl10a	0.586039152	0.9998431
Bms1	0.586041138	0.9998431
Rrbp1	0.586084063	0.9998431
Slc5a2	0.586119435	0.9998431
Rrs1	0.586177219	0.9998431
9330175E14Rik	0.586193651	0.9998431
Sag	0.586270051	0.9998431
Gm5595	0.586316803	0.9998431
Klhl28	0.586474851	0.9998431
Ankrd42	0.58654025	0.9998431
Zfp330	0.58655441	0.9998431
Defb1	0.586593803	0.9998431
Tgfbr3	0.58659764	0.9998431
Dock5	0.586598075	0.9998431
Zfp956	0.586719409	0.9998431
Lztfl1	0.586760921	0.9998431
Trmt10c	0.586828728	0.9998431
Tcea1	0.586833527	0.9998431
Pef1	0.58683395	0.9998431
Ttll11	0.586840557	0.9998431
Spata7	0.586935379	0.9998431
4930448H16Rik	0.586978373	0.9998431
Erbb3	0.586990077	0.9998431
Ppat	0.587031518	0.9998431
Degs2	0.58708824	0.9998431
Cldn13	0.587098609	0.9998431
Gm15987	0.587127393	0.9998431
Arhgef16	0.587210319	0.9998431
Mir1894	0.587224091	0.9998431
Mrpl22	0.587243272	0.9998431
Raph1	0.587287551	0.9998431
Ccdc34os	0.587326626	0.9998431
Ero1l	0.587407964	0.9998431
Reln	0.587409647	0.9998431
B230118H07Rik	0.58741258	0.9998431
Bbs7	0.587430198	0.9998431
Bst1	0.587454472	0.9998431
Helz	0.587468399	0.9998431
Dsc1	0.5875023	0.9998431
Clspn	0.587503068	0.9998431
4932702P03Rik	0.587564505	0.9998431
Col10a1	0.587605361	0.9998431
